OTUID	TrophicMode
OTU6580	Pathotroph
OTU6597	Saprotroph
OTU660	Saprotroph
OTU661	Saprotroph
OTU6619	Saprotroph
OTU662	Saprotroph
OTU6661	Pathotroph-Saprotroph
OTU6666	Saprotroph
OTU6669	Saprotroph
OTU667	Saprotroph
OTU6697	Saprotroph-Symbiotroph
OTU6699	Saprotroph
OTU6737	Saprotroph
OTU675	Pathotroph-Symbiotroph
OTU676	Pathotroph-Symbiotroph
OTU6778	Saprotroph
OTU678	Pathotroph
OTU6787	Pathotroph-Saprotroph
OTU6792	Pathotroph-Symbiotroph
OTU680	Saprotroph
OTU6820	Pathotroph-Saprotroph
OTU6825	Pathotroph
OTU684	Pathotroph
OTU6867	Saprotroph
OTU6872	Saprotroph
OTU6878	Pathotroph-Saprotroph
OTU6885	Saprotroph
OTU6896	Pathotroph-Saprotroph-Symbiotroph
OTU690	Saprotroph
OTU691	Saprotroph
OTU6917	Pathotroph-Symbiotroph
OTU6920	Pathotroph-Saprotroph
OTU6932	Symbiotroph
OTU695	Saprotroph
OTU6954	Saprotroph
OTU6967	Saprotroph
OTU699	Symbiotroph
OTU7000	Pathotroph-Saprotroph-Symbiotroph
OTU7008	Saprotroph-Symbiotroph
OTU702	Saprotroph
OTU7045	Symbiotroph
OTU706	Pathotroph-Saprotroph
OTU7061	Saprotroph
OTU7071	Pathotroph-Saprotroph
OTU7088	Pathotroph-Saprotroph
OTU709	Saprotroph
OTU7109	Saprotroph
OTU712	Pathotroph-Saprotroph-Symbiotroph
OTU7129	Pathotroph-Saprotroph
OTU7207	Saprotroph
OTU723	Saprotroph
OTU725	Saprotroph
OTU726	Symbiotroph
OTU728	Saprotroph
OTU7293	Pathotroph
OTU73	Pathotroph-Symbiotroph
OTU733	Saprotroph
OTU7330	Pathotroph-Saprotroph
OTU7332	Saprotroph
OTU7342	Saprotroph
OTU736	Saprotroph
OTU737	Pathotroph-Saprotroph
OTU7405	Pathotroph-Saprotroph-Symbiotroph
OTU7415	Saprotroph
OTU7422	Saprotroph
OTU743	Saprotroph
OTU7433	Saprotroph
OTU7447	Saprotroph
OTU7474	Pathotroph-Symbiotroph
OTU7488	Saprotroph
OTU750	Saprotroph-Symbiotroph
OTU7503	Pathotroph-Saprotroph
OTU7518	Saprotroph
OTU7528	Saprotroph
OTU7529	Pathotroph-Symbiotroph
OTU753	Pathotroph
OTU755	Saprotroph
OTU756	Pathotroph-Saprotroph
OTU7566	Saprotroph
OTU7569	Saprotroph
OTU7585	Saprotroph
OTU7608	Saprotroph-Symbiotroph
OTU761	Pathotroph
OTU7612	Pathotroph
OTU7655	Saprotroph
OTU7667	Pathotroph
OTU7681	Saprotroph
OTU7687	Pathotroph-Saprotroph
OTU7697	Pathotroph-Saprotroph
OTU77	Saprotroph
OTU771	Saprotroph
OTU7719	Saprotroph
OTU7741	Pathotroph-Saprotroph-Symbiotroph
OTU7761	Pathotroph
OTU7778	Pathotroph
OTU7797	Saprotroph-Symbiotroph
OTU7808	Saprotroph
OTU7813	Pathotroph-Saprotroph
OTU782	Pathotroph
OTU7825	Saprotroph-Symbiotroph
OTU783	Saprotroph
OTU7833	Pathotroph
OTU7835	Saprotroph
OTU7847	Pathotroph-Saprotroph
OTU788	Pathotroph
OTU7895	Pathotroph-Saprotroph-Symbiotroph
OTU7898	Pathotroph-Saprotroph
OTU7910	Pathotroph-Saprotroph
OTU7913	Saprotroph-Symbiotroph
OTU793	Pathotroph
OTU7931	Pathotroph-Saprotroph-Symbiotroph
OTU7948	Saprotroph
OTU7949	Pathotroph-Saprotroph
OTU7968	Pathotroph-Saprotroph
OTU7988	Saprotroph
OTU800	Pathotroph-Saprotroph-Symbiotroph
OTU8029	Saprotroph
OTU8052	Pathotroph-Saprotroph
OTU8071	Saprotroph
OTU8072	Pathotroph-Symbiotroph
OTU8075	Pathotroph-Saprotroph
OTU808	Saprotroph
OTU8085	Pathotroph-Saprotroph
OTU809	Pathotroph-Symbiotroph
OTU81	Saprotroph
OTU8110	Saprotroph
OTU8114	Pathotroph-Saprotroph
OTU813	Saprotroph
OTU814	Pathotroph-Saprotroph
OTU8184	Saprotroph
OTU8213	Pathotroph-Symbiotroph
OTU8245	Saprotroph
OTU825	Saprotroph
OTU8283	Saprotroph
OTU8308	Symbiotroph
OTU832	Saprotroph
OTU8321	Saprotroph
OTU833	Saprotroph
OTU8337	Pathotroph-Saprotroph
OTU8368	Saprotroph
OTU842	Saprotroph
OTU8432	Saprotroph
OTU8438	Pathotroph-Saprotroph
OTU8495	Saprotroph
OTU8499	Pathotroph-Saprotroph-Symbiotroph
OTU8527	Pathotroph-Saprotroph
OTU853	Pathotroph-Saprotroph
OTU8542	Saprotroph
OTU8561	Pathotroph-Saprotroph-Symbiotroph
OTU8582	Pathotroph
OTU859	Saprotroph
OTU8597	Saprotroph-Symbiotroph
OTU86	Saprotroph
OTU8602	Saprotroph
OTU8613	Pathotroph-Saprotroph
OTU8636	Saprotroph
OTU867	Saprotroph
OTU8674	Saprotroph
OTU8681	Saprotroph
OTU8691	Pathotroph-Saprotroph
OTU8695	Saprotroph
OTU87	Pathotroph-Saprotroph
OTU8711	Saprotroph
OTU872	Saprotroph
OTU8721	Saprotroph
OTU8752	Saprotroph
OTU878	Saprotroph-Symbiotroph
OTU880	Pathotroph-Saprotroph
OTU881	Pathotroph
OTU884	Pathotroph-Symbiotroph
OTU8859	Saprotroph-Symbiotroph
OTU8863	Pathotroph-Symbiotroph
OTU8887	Pathotroph-Saprotroph
OTU8896	Saprotroph
OTU8907	Pathotroph-Symbiotroph
OTU892	Pathotroph-Saprotroph
OTU8928	Pathotroph-Saprotroph
OTU893	Saprotroph
OTU8937	Pathotroph-Symbiotroph
OTU8941	Symbiotroph
OTU895	Saprotroph
OTU8953	Saprotroph
OTU8977	Pathotroph
OTU899	Pathotroph
OTU9	Pathotroph-Symbiotroph
OTU90	Saprotroph
OTU901	Pathotroph-Symbiotroph
OTU9019	Pathotroph-Saprotroph
OTU902	Saprotroph
OTU904	Saprotroph
OTU906	Pathotroph
OTU907	Pathotroph-Saprotroph
OTU908	Pathotroph-Saprotroph-Symbiotroph
OTU9086	Pathotroph
OTU9090	Saprotroph
OTU9133	Saprotroph
OTU916	Saprotroph-Symbiotroph
OTU9168	Saprotroph
OTU9170	Saprotroph
OTU9187	Saprotroph
OTU9191	Saprotroph
OTU9195	Saprotroph
OTU9213	Saprotroph
OTU922	Saprotroph
OTU9222	Pathotroph-Saprotroph
OTU9264	Pathotroph
OTU927	Saprotroph
OTU9281	Saprotroph
OTU929	Saprotroph-Symbiotroph
OTU9290	Pathotroph-Saprotroph-Symbiotroph
OTU931	Saprotroph
OTU9317	Saprotroph
OTU9320	Pathotroph-Symbiotroph
OTU9363	Saprotroph
OTU9364	Pathotroph-Saprotroph
OTU937	Pathotroph
OTU9381	Pathotroph
OTU9386	Saprotroph
OTU9391	Pathotroph-Saprotroph
OTU9393	Pathotroph-Symbiotroph
OTU940	Saprotroph
OTU9403	Saprotroph
OTU9419	Saprotroph
OTU9428	Pathotroph-Saprotroph
OTU943	Saprotroph
OTU9430	Saprotroph
OTU9438	Pathotroph-Saprotroph
OTU9456	Pathotroph-Symbiotroph
OTU9463	Saprotroph
OTU9466	Pathotroph
OTU947	Saprotroph
OTU9475	Saprotroph
OTU9484	Pathotroph-Symbiotroph
OTU9522	Saprotroph
OTU9547	Saprotroph
OTU955	Pathotroph-Symbiotroph
OTU9551	Saprotroph
OTU957	Pathotroph-Symbiotroph
OTU958	Saprotroph
OTU959	Pathotroph-Saprotroph
OTU9599	Pathotroph-Saprotroph
OTU961	Pathotroph-Symbiotroph
OTU9615	Saprotroph
OTU9616	Pathotroph-Saprotroph
OTU962	Saprotroph
OTU9620	Saprotroph
OTU964	Saprotroph
OTU965	Pathotroph-Saprotroph
OTU969	Saprotroph
OTU9710	Symbiotroph
OTU9716	Pathotroph-Saprotroph
OTU973	Pathotroph-Saprotroph-Symbiotroph
OTU974	Saprotroph
OTU9745	Saprotroph
OTU9789	Pathotroph-Saprotroph
OTU9800	Saprotroph
OTU983	Pathotroph-Saprotroph
OTU9843	Saprotroph
OTU985	Pathotroph-Saprotroph
OTU9855	Saprotroph-Symbiotroph
OTU9864	Symbiotroph
OTU9869	Pathotroph-Saprotroph
OTU987	Pathotroph
OTU9872	Pathotroph-Saprotroph-Symbiotroph
OTU988	Symbiotroph
OTU9882	Pathotroph
OTU9883	Saprotroph
OTU990	Saprotroph
OTU9908	Pathotroph-Saprotroph
OTU9911	Saprotroph
OTU9914	Saprotroph
OTU9916	Pathotroph
OTU992	Pathotroph
OTU993	Saprotroph
OTU9961	Pathotroph-Saprotroph
OTU997	Saprotroph
OTU999	Pathotroph
