OTUID	TrophicMode
OTU5110	Saprotroph
OTU5123	Saprotroph
OTU5138	Saprotroph-Symbiotroph
OTU5139	Saprotroph
OTU5153	Saprotroph-Symbiotroph
OTU5178	Pathotroph-Saprotroph-Symbiotroph
OTU52	Pathotroph-Saprotroph-Symbiotroph
OTU521	Symbiotroph
OTU5211	Saprotroph
OTU5253	Pathotroph-Saprotroph-Symbiotroph
OTU528	Pathotroph-Saprotroph-Symbiotroph
OTU5300	Saprotroph
OTU5314	Pathotroph-Saprotroph-Symbiotroph
OTU5327	Saprotroph-Symbiotroph
OTU5358	Saprotroph-Symbiotroph
OTU5366	Saprotroph-Symbiotroph
OTU5393	Saprotroph
OTU5402	Pathotroph-Saprotroph-Symbiotroph
OTU5416	Pathotroph-Saprotroph-Symbiotroph
OTU5430	Saprotroph-Symbiotroph
OTU546	Saprotroph
OTU547	Saprotroph
OTU5470	Pathotroph-Symbiotroph
OTU548	Saprotroph
OTU549	Saprotroph
OTU5545	Pathotroph-Saprotroph-Symbiotroph
OTU557	Pathotroph-Saprotroph-Symbiotroph
OTU5593	Saprotroph
OTU565	Saprotroph-Symbiotroph
OTU5672	Saprotroph
OTU569	Pathotroph-Saprotroph-Symbiotroph
OTU5696	Pathotroph-Saprotroph-Symbiotroph
OTU5713	Saprotroph
OTU5727	Pathotroph-Saprotroph-Symbiotroph
OTU5730	Saprotroph
OTU5734	Saprotroph
OTU5743	Saprotroph
OTU5815	Saprotroph
OTU5819	Symbiotroph
OTU5823	Saprotroph-Symbiotroph
OTU5825	Pathotroph-Saprotroph-Symbiotroph
OTU5858	Saprotroph-Symbiotroph
OTU586	Saprotroph
OTU5863	Saprotroph
OTU5889	Saprotroph-Symbiotroph
OTU5890	Pathotroph-Saprotroph-Symbiotroph
OTU592	Pathotroph-Saprotroph-Symbiotroph
OTU5929	Saprotroph-Symbiotroph
OTU594	Symbiotroph
OTU5948	Saprotroph
OTU5982	Pathotroph-Saprotroph-Symbiotroph
OTU5984	Pathotroph-Saprotroph-Symbiotroph
OTU60	Symbiotroph
OTU6037	Saprotroph-Symbiotroph
OTU6048	Saprotroph
OTU6052	Saprotroph
OTU6053	Pathotroph-Saprotroph-Symbiotroph
OTU6079	Pathotroph-Saprotroph-Symbiotroph
OTU6085	Symbiotroph
OTU611	Pathotroph-Saprotroph-Symbiotroph
OTU6118	Saprotroph-Symbiotroph
OTU6132	Pathotroph-Saprotroph-Symbiotroph
OTU614	Saprotroph
OTU616	Pathotroph-Saprotroph-Symbiotroph
OTU6202	Saprotroph
OTU6203	Saprotroph
OTU623	Saprotroph
OTU627	Pathotroph-Saprotroph-Symbiotroph
OTU6291	Saprotroph
OTU6312	Saprotroph
OTU6329	Pathotroph-Saprotroph-Symbiotroph
OTU6332	Saprotroph
OTU6338	Saprotroph
OTU6342	Saprotroph
OTU6348	Saprotroph
OTU6349	Saprotroph
OTU6380	Pathotroph-Saprotroph-Symbiotroph
OTU6395	Pathotroph-Saprotroph-Symbiotroph
OTU6398	Symbiotroph
OTU64	Saprotroph-Symbiotroph
OTU6402	Saprotroph-Symbiotroph
OTU6424	Saprotroph
OTU643	Saprotroph
OTU6478	Saprotroph
OTU6481	Pathotroph-Saprotroph-Symbiotroph
OTU6501	Saprotroph
OTU6511	Saprotroph
OTU6522	Saprotroph-Symbiotroph
OTU6524	Saprotroph-Symbiotroph
OTU653	Saprotroph
OTU66	Saprotroph-Symbiotroph
OTU6611	Saprotroph
OTU664	Saprotroph
OTU6657	Saprotroph
OTU670	Saprotroph
OTU6703	Saprotroph
OTU671	Pathotroph-Saprotroph-Symbiotroph
OTU6747	Saprotroph
OTU6775	Pathotroph-Saprotroph-Symbiotroph
OTU689	Saprotroph
OTU6922	Saprotroph
OTU693	Saprotroph-Symbiotroph
OTU6936	Saprotroph
OTU6959	Pathotroph-Saprotroph-Symbiotroph
OTU7030	Pathotroph-Saprotroph-Symbiotroph
OTU7042	Saprotroph
OTU7065	Pathotroph-Saprotroph-Symbiotroph
OTU71	Saprotroph
OTU710	Saprotroph-Symbiotroph
OTU7119	Saprotroph-Symbiotroph
OTU7134	Saprotroph-Symbiotroph
OTU7145	Saprotroph
OTU7147	Saprotroph
OTU7156	Pathotroph-Saprotroph-Symbiotroph
OTU7164	Saprotroph
OTU7180	Symbiotroph
OTU719	Saprotroph-Symbiotroph
OTU7202	Pathotroph-Saprotroph-Symbiotroph
OTU7263	Saprotroph
OTU7269	Saprotroph-Symbiotroph
OTU7291	Saprotroph
OTU7299	Pathotroph-Saprotroph-Symbiotroph
OTU7302	Pathotroph-Saprotroph-Symbiotroph
OTU7351	Saprotroph
OTU7355	Saprotroph
OTU7361	Pathotroph-Saprotroph-Symbiotroph
OTU7368	Pathotroph-Symbiotroph
OTU7373	Saprotroph
OTU7434	Pathotroph-Saprotroph-Symbiotroph
OTU744	Pathotroph-Saprotroph-Symbiotroph
OTU746	Saprotroph-Symbiotroph
OTU747	Saprotroph
OTU75	Saprotroph
OTU7536	Pathotroph-Symbiotroph
OTU7572	Saprotroph-Symbiotroph
OTU759	Saprotroph
OTU7594	Pathotroph-Symbiotroph
OTU760	Saprotroph-Symbiotroph
OTU7610	Pathotroph-Saprotroph-Symbiotroph
OTU7632	Pathotroph-Symbiotroph
OTU766	Pathotroph-Saprotroph-Symbiotroph
OTU7702	Saprotroph
OTU7716	Saprotroph
OTU7717	Pathotroph-Saprotroph-Symbiotroph
OTU7722	Saprotroph-Symbiotroph
OTU773	Saprotroph
OTU7732	Pathotroph-Saprotroph
OTU775	Pathotroph-Saprotroph-Symbiotroph
OTU778	Saprotroph
OTU7801	Saprotroph
OTU7817	Pathotroph-Saprotroph-Symbiotroph
OTU7821	Pathotroph-Saprotroph-Symbiotroph
OTU7826	Saprotroph-Symbiotroph
OTU7851	Saprotroph
OTU7858	Pathotroph-Saprotroph-Symbiotroph
OTU7862	Saprotroph
OTU7886	Symbiotroph
OTU7891	Saprotroph-Symbiotroph
OTU7958	Pathotroph-Saprotroph-Symbiotroph
OTU7964	Saprotroph-Symbiotroph
OTU7969	Saprotroph-Symbiotroph
OTU7986	Pathotroph-Saprotroph-Symbiotroph
OTU7999	Pathotroph-Saprotroph-Symbiotroph
OTU8	Saprotroph
OTU8011	Saprotroph
OTU8019	Pathotroph-Saprotroph-Symbiotroph
OTU8020	Saprotroph
OTU805	Saprotroph
OTU806	Pathotroph-Saprotroph-Symbiotroph
OTU8069	Pathotroph-Saprotroph-Symbiotroph
OTU810	Saprotroph
OTU8151	Pathotroph-Saprotroph-Symbiotroph
OTU8164	Pathotroph-Saprotroph-Symbiotroph
OTU8167	Saprotroph-Symbiotroph
OTU822	Pathotroph-Saprotroph-Symbiotroph
OTU8244	Symbiotroph
OTU8267	Saprotroph-Symbiotroph
OTU8271	Pathotroph-Saprotroph-Symbiotroph
OTU83	Saprotroph
OTU830	Pathotroph-Saprotroph-Symbiotroph
OTU8348	Saprotroph-Symbiotroph
OTU8409	Saprotroph-Symbiotroph
OTU8426	Saprotroph
OTU8440	Saprotroph
OTU8441	Pathotroph-Saprotroph-Symbiotroph
OTU8448	Saprotroph
OTU8488	Saprotroph
OTU849	Pathotroph-Saprotroph-Symbiotroph
OTU85	Symbiotroph
OTU8504	Saprotroph
OTU8513	Pathotroph-Symbiotroph
OTU8544	Pathotroph-Saprotroph-Symbiotroph
OTU8565	Pathotroph-Saprotroph-Symbiotroph
OTU857	Saprotroph
OTU8579	Pathotroph-Saprotroph-Symbiotroph
OTU860	Saprotroph
OTU863	Saprotroph
OTU865	Saprotroph
OTU8682	Saprotroph-Symbiotroph
OTU8706	Pathotroph-Saprotroph-Symbiotroph
OTU8709	Saprotroph-Symbiotroph
OTU8720	Saprotroph-Symbiotroph
OTU8781	Saprotroph-Symbiotroph
OTU8786	Pathotroph-Saprotroph-Symbiotroph
OTU8791	Saprotroph
OTU8875	Saprotroph
OTU8882	Pathotroph-Saprotroph-Symbiotroph
OTU889	Pathotroph-Saprotroph-Symbiotroph
OTU89	Saprotroph-Symbiotroph
OTU8916	Saprotroph
OTU894	Saprotroph
OTU8946	Saprotroph-Symbiotroph
OTU8957	Pathotroph-Saprotroph-Symbiotroph
OTU8960	Pathotroph-Saprotroph-Symbiotroph
OTU8997	Pathotroph-Saprotroph-Symbiotroph
OTU900	Symbiotroph
OTU9006	Saprotroph-Symbiotroph
OTU9013	Pathotroph-Saprotroph-Symbiotroph
OTU9089	Pathotroph-Saprotroph-Symbiotroph
OTU910	Saprotroph
OTU911	Symbiotroph
OTU9152	Saprotroph
OTU9235	Saprotroph
OTU925	Pathotroph-Symbiotroph
OTU926	Pathotroph-Saprotroph-Symbiotroph
OTU9276	Saprotroph-Symbiotroph
OTU93	Saprotroph-Symbiotroph
OTU9305	Saprotroph
OTU9309	Saprotroph
OTU9338	Saprotroph
OTU9354	Pathotroph-Saprotroph-Symbiotroph
OTU9443	Pathotroph-Saprotroph-Symbiotroph
OTU9481	Saprotroph
OTU951	Pathotroph-Saprotroph-Symbiotroph
OTU9516	Pathotroph-Saprotroph-Symbiotroph
OTU9568	Saprotroph-Symbiotroph
OTU96	Saprotroph
OTU9661	Pathotroph-Saprotroph-Symbiotroph
OTU9671	Saprotroph-Symbiotroph
OTU9684	Pathotroph-Saprotroph-Symbiotroph
OTU9728	Symbiotroph
OTU9750	Saprotroph-Symbiotroph
OTU977	Saprotroph-Symbiotroph
OTU9788	Pathotroph-Saprotroph-Symbiotroph
OTU9846	Saprotroph-Symbiotroph
OTU9895	Saprotroph
OTU9993	Saprotroph-Symbiotroph
OTU1	Saprotroph
OTU100	Pathotroph
OTU10016	Saprotroph
OTU1002	Pathotroph
OTU10032	Pathotroph-Saprotroph
OTU10037	Saprotroph
OTU10049	Pathotroph-Saprotroph
OTU10072	Saprotroph
OTU1010	Saprotroph
OTU1014	Pathotroph-Saprotroph
OTU10142	Pathotroph-Saprotroph
OTU1022	Saprotroph
OTU10238	Pathotroph-Symbiotroph
OTU1027	Saprotroph
OTU10279	Saprotroph
OTU10283	Saprotroph
OTU10295	Saprotroph
OTU10305	Saprotroph
OTU10331	Symbiotroph
OTU10345	Pathotroph-Saprotroph
OTU10346	Saprotroph
OTU10364	Pathotroph
OTU1038	Pathotroph-Symbiotroph
OTU10382	Pathotroph-Saprotroph
OTU10388	Saprotroph
OTU1040	Saprotroph
OTU10400	Pathotroph-Saprotroph
OTU1042	Pathotroph
OTU10452	Saprotroph
OTU1046	Pathotroph
OTU1048	Saprotroph
OTU10498	Saprotroph
OTU10513	Saprotroph
OTU10529	Pathotroph-Saprotroph
OTU10540	Saprotroph
OTU10575	Saprotroph
OTU10585	Saprotroph
OTU10591	Pathotroph-Symbiotroph
OTU10618	Saprotroph
OTU1062	Saprotroph
OTU10635	Saprotroph
OTU10636	Pathotroph-Symbiotroph
OTU1064	Pathotroph-Saprotroph-Symbiotroph
OTU10640	Pathotroph-Saprotroph
OTU1065	Saprotroph
OTU10656	Pathotroph-Symbiotroph
OTU10658	Pathotroph
OTU10665	Saprotroph
OTU1067	Pathotroph
OTU10671	Pathotroph-Saprotroph
OTU10680	Pathotroph-Saprotroph
OTU10690	Saprotroph
OTU10703	Saprotroph
OTU1072	Saprotroph
OTU10736	Pathotroph-Saprotroph
OTU10740	Pathotroph-Saprotroph
OTU10741	Pathotroph-Symbiotroph
OTU10745	Pathotroph-Symbiotroph
OTU10750	Pathotroph-Saprotroph
OTU10777	Pathotroph-Symbiotroph
OTU10779	Saprotroph
OTU10781	Pathotroph-Symbiotroph
OTU1079	Saprotroph
OTU1081	Pathotroph
OTU10819	Pathotroph-Symbiotroph
OTU10820	Saprotroph
OTU10846	Saprotroph
OTU10867	Pathotroph
OTU1088	Saprotroph
OTU10893	Saprotroph
OTU1091	Pathotroph-Saprotroph
OTU10914	Saprotroph
OTU1092	Saprotroph
OTU10929	Saprotroph
OTU1094	Pathotroph-Saprotroph
OTU10940	Saprotroph
OTU10955	Saprotroph
OTU10956	Saprotroph
OTU10967	Pathotroph
OTU10970	Saprotroph
OTU10975	Saprotroph
OTU10988	Saprotroph
OTU11003	Saprotroph
OTU1103	Saprotroph
OTU11030	Pathotroph
OTU11037	Saprotroph
OTU1104	Saprotroph
OTU11073	Saprotroph
OTU1109	Saprotroph
OTU11098	Pathotroph-Saprotroph
OTU1113	Saprotroph
OTU11142	Pathotroph-Symbiotroph
OTU11160	Saprotroph
OTU1117	Saprotroph
OTU11172	Pathotroph-Saprotroph
OTU11181	Saprotroph
OTU11202	Saprotroph
OTU11210	Saprotroph
OTU11218	Symbiotroph
OTU11223	Pathotroph-Saprotroph
OTU1124	Pathotroph-Symbiotroph
OTU11246	Saprotroph
OTU11265	Saprotroph
OTU1129	Saprotroph
OTU1132	Pathotroph-Saprotroph
OTU11329	Pathotroph
OTU11365	Saprotroph
OTU1137	Saprotroph
OTU11370	Saprotroph
OTU11412	Pathotroph-Saprotroph
OTU11419	Pathotroph-Saprotroph
OTU1143	Saprotroph
OTU11436	Pathotroph-Saprotroph-Symbiotroph
OTU11444	Saprotroph
OTU11451	Pathotroph-Saprotroph
OTU11463	Pathotroph-Saprotroph
OTU1152	Saprotroph
OTU11520	Pathotroph-Saprotroph
OTU1153	Saprotroph
OTU11537	Saprotroph
OTU11539	Saprotroph
OTU11546	Symbiotroph
OTU11575	Saprotroph
OTU11586	Saprotroph
OTU11599	Saprotroph
OTU1163	Saprotroph
OTU11630	Saprotroph
OTU11667	Saprotroph
OTU1167	Saprotroph
OTU11690	Saprotroph
OTU117	Pathotroph-Saprotroph
OTU11728	Saprotroph
OTU11747	Saprotroph
OTU11764	Saprotroph
OTU11785	Pathotroph-Symbiotroph
OTU1179	Saprotroph-Symbiotroph
OTU11796	Saprotroph
OTU11808	Saprotroph
OTU11828	Saprotroph
OTU1183	Saprotroph
OTU1186	Pathotroph-Saprotroph
OTU1187	Saprotroph
OTU1190	Saprotroph
OTU1192	Pathotroph
OTU11931	Pathotroph
OTU1194	Saprotroph
OTU1196	Pathotroph
OTU11965	Pathotroph-Symbiotroph
OTU11979	Symbiotroph
OTU12	Symbiotroph
OTU12008	Pathotroph-Saprotroph
OTU12044	Pathotroph-Saprotroph
OTU1205	Pathotroph
OTU1208	Pathotroph
OTU12081	Saprotroph
OTU1210	Pathotroph-Saprotroph
OTU1212	Saprotroph
OTU12148	Saprotroph
OTU1215	Saprotroph
OTU12153	Pathotroph-Symbiotroph
OTU1219	Saprotroph
OTU12190	Pathotroph-Saprotroph
OTU12202	Saprotroph
OTU12208	Saprotroph
OTU1224	Saprotroph
OTU12254	Saprotroph
OTU1226	Saprotroph
OTU12262	Saprotroph
OTU12265	Pathotroph-Symbiotroph
OTU12267	Saprotroph
OTU1227	Saprotroph
OTU12302	Saprotroph
OTU12331	Saprotroph-Symbiotroph
OTU12337	Pathotroph-Symbiotroph
OTU12344	Saprotroph
OTU1237	Pathotroph
OTU124	Pathotroph-Saprotroph
OTU12400	Pathotroph-Saprotroph
OTU12413	Saprotroph
OTU1242	Pathotroph
OTU1243	Saprotroph
OTU12440	Symbiotroph
OTU12469	Saprotroph
OTU1247	Pathotroph
OTU125	Pathotroph-Symbiotroph
OTU1250	Saprotroph
OTU1251	Symbiotroph
OTU12538	Saprotroph
OTU1255	Saprotroph
OTU12556	Saprotroph
OTU1256	Saprotroph
OTU12566	Pathotroph-Symbiotroph
OTU12569	Saprotroph
OTU1258	Saprotroph
OTU12583	Pathotroph-Saprotroph
OTU12584	Saprotroph
OTU12596	Saprotroph
OTU12600	Saprotroph
OTU12625	Symbiotroph
OTU12664	Saprotroph
OTU1267	Saprotroph
OTU1269	Pathotroph
OTU12740	Pathotroph-Saprotroph-Symbiotroph
OTU1275	Saprotroph
OTU12750	Saprotroph
OTU12776	Pathotroph-Saprotroph
OTU1278	Saprotroph
OTU12787	Pathotroph-Saprotroph
OTU12792	Saprotroph
OTU1280	Pathotroph
OTU12805	Saprotroph
OTU1281	Saprotroph-Symbiotroph
OTU12824	Pathotroph-Symbiotroph
OTU12827	Pathotroph-Symbiotroph
OTU1287	Pathotroph-Saprotroph-Symbiotroph
OTU129	Saprotroph-Symbiotroph
OTU1290	Pathotroph-Symbiotroph
OTU1292	Pathotroph
OTU12963	Saprotroph
OTU1299	Saprotroph
OTU12998	Saprotroph
OTU13009	Symbiotroph
OTU13018	Pathotroph-Saprotroph
OTU1302	Saprotroph
OTU1304	Pathotroph-Saprotroph
OTU13044	Saprotroph
OTU1308	Saprotroph
OTU131	Saprotroph
OTU13100	Saprotroph
OTU13139	Saprotroph
OTU13170	Saprotroph
OTU13174	Saprotroph
OTU1319	Saprotroph
OTU132	Saprotroph-Symbiotroph
OTU1324	Pathotroph-Saprotroph
OTU13256	Saprotroph
OTU13294	Saprotroph
OTU13304	Pathotroph
OTU13341	Symbiotroph
OTU13356	Saprotroph
OTU13358	Symbiotroph
OTU13364	Saprotroph
OTU1338	Saprotroph
OTU1342	Pathotroph-Symbiotroph
OTU1344	Saprotroph
OTU1346	Pathotroph
OTU13464	Pathotroph-Saprotroph
OTU1349	Saprotroph
OTU1351	Pathotroph-Saprotroph
OTU13521	Pathotroph-Saprotroph
OTU1353	Pathotroph
OTU13550	Saprotroph
OTU13576	Saprotroph
OTU1358	Saprotroph
OTU13581	Saprotroph
OTU13597	Pathotroph-Saprotroph
OTU1360	Saprotroph
OTU13625	Saprotroph
OTU13639	Saprotroph-Symbiotroph
OTU1364	Saprotroph
OTU13699	Pathotroph-Symbiotroph
OTU137	Symbiotroph
OTU1370	Saprotroph
OTU13715	Saprotroph
OTU13731	Saprotroph
OTU13737	Pathotroph
OTU1374	Saprotroph-Symbiotroph
OTU13741	Pathotroph-Saprotroph
OTU13743	Saprotroph-Symbiotroph
OTU13767	Saprotroph-Symbiotroph
OTU13779	Pathotroph-Symbiotroph
OTU1378	Pathotroph-Saprotroph
OTU13785	Saprotroph
OTU13791	Pathotroph-Symbiotroph
OTU1380	Saprotroph
OTU13869	Pathotroph-Symbiotroph
OTU1388	Saprotroph
OTU13880	Saprotroph
OTU13890	Saprotroph
OTU13891	Saprotroph
OTU13912	Saprotroph
OTU13935	Saprotroph
OTU13938	Pathotroph-Symbiotroph
OTU1394	Pathotroph-Symbiotroph
OTU13946	Saprotroph
OTU1396	Saprotroph
OTU13986	Pathotroph-Symbiotroph
OTU13990	Pathotroph-Saprotroph
OTU14014	Saprotroph
OTU1404	Symbiotroph
OTU1407	Saprotroph-Symbiotroph
OTU14086	Saprotroph
OTU1409	Pathotroph-Saprotroph-Symbiotroph
OTU14091	Saprotroph
OTU14123	Pathotroph-Saprotroph-Symbiotroph
OTU1413	Symbiotroph
OTU14132	Saprotroph
OTU14196	Saprotroph-Symbiotroph
OTU14197	Saprotroph
OTU14227	Saprotroph
OTU14244	Saprotroph
OTU1425	Saprotroph
OTU14251	Pathotroph
OTU14253	Pathotroph-Saprotroph
OTU1429	Pathotroph-Saprotroph
OTU143	Saprotroph
OTU14315	Saprotroph
OTU14326	Pathotroph
OTU1434	Saprotroph
OTU14376	Pathotroph-Saprotroph
OTU1438	Saprotroph
OTU1441	Saprotroph
OTU14415	Pathotroph
OTU14441	Saprotroph
OTU14452	Saprotroph
OTU1446	Saprotroph
OTU14479	Saprotroph
OTU14484	Saprotroph
OTU1449	Pathotroph-Saprotroph
OTU145	Saprotroph
OTU14507	Pathotroph-Saprotroph
OTU14531	Saprotroph
OTU1459	Saprotroph-Symbiotroph
OTU1460	Saprotroph
OTU14606	Saprotroph
OTU14650	Saprotroph
OTU1468	Saprotroph
OTU14739	Saprotroph
OTU1474	Pathotroph-Saprotroph-Symbiotroph
OTU14746	Pathotroph-Saprotroph
OTU14771	Saprotroph
OTU1478	Saprotroph
OTU1479	Pathotroph
OTU14829	Pathotroph-Saprotroph-Symbiotroph
OTU14849	Pathotroph-Saprotroph
OTU1487	Saprotroph
OTU14875	Saprotroph
OTU1489	Saprotroph
OTU14893	Pathotroph-Saprotroph
OTU14899	Saprotroph
OTU14906	Pathotroph
OTU1494	Saprotroph
OTU14940	Saprotroph
OTU1498	Pathotroph
OTU14981	Saprotroph
OTU15015	Saprotroph
OTU1502	Saprotroph
OTU15039	Saprotroph
OTU1504	Saprotroph-Symbiotroph
OTU15053	Saprotroph
OTU15060	Saprotroph
OTU15062	Pathotroph-Symbiotroph
OTU1507	Saprotroph
OTU1508	Saprotroph
OTU15085	Saprotroph
OTU15087	Saprotroph
OTU15101	Saprotroph
OTU1512	Saprotroph
OTU15154	Saprotroph
OTU1517	Saprotroph
OTU15223	Pathotroph
OTU15229	Pathotroph-Saprotroph
OTU1523	Saprotroph-Symbiotroph
OTU15245	Saprotroph-Symbiotroph
OTU15263	Saprotroph
OTU15287	Saprotroph
OTU15292	Pathotroph-Saprotroph
OTU15299	Saprotroph
OTU1530	Pathotroph-Saprotroph
OTU15301	Saprotroph
OTU15307	Pathotroph-Saprotroph
OTU1531	Saprotroph
OTU15325	Saprotroph
OTU15329	Saprotroph-Symbiotroph
OTU15334	Saprotroph
OTU15345	Saprotroph
OTU1535	Pathotroph-Saprotroph
OTU15382	Saprotroph
OTU1540	Saprotroph
OTU1543	Pathotroph-Saprotroph
OTU1546	Symbiotroph
OTU15477	Saprotroph
OTU15480	Pathotroph-Symbiotroph
OTU15481	Pathotroph-Symbiotroph
OTU1553	Pathotroph
OTU1555	Pathotroph-Saprotroph
OTU15566	Pathotroph-Saprotroph
OTU1558	Pathotroph-Saprotroph-Symbiotroph
OTU15583	Pathotroph-Symbiotroph
OTU15612	Saprotroph
OTU15626	Saprotroph
OTU15639	Saprotroph
OTU1564	Saprotroph
OTU15670	Pathotroph-Saprotroph
OTU1568	Pathotroph-Symbiotroph
OTU15686	Saprotroph-Symbiotroph
OTU15689	Pathotroph-Symbiotroph
OTU1569	Saprotroph
OTU15691	Pathotroph-Symbiotroph
OTU1572	Saprotroph
OTU15722	Saprotroph
OTU15746	Symbiotroph
OTU1575	Pathotroph-Saprotroph-Symbiotroph
OTU15762	Saprotroph
OTU15776	Saprotroph
OTU15781	Saprotroph
OTU1581	Pathotroph-Symbiotroph
OTU1584	Saprotroph
OTU15846	Saprotroph
OTU15852	Pathotroph-Saprotroph
OTU1586	Saprotroph
OTU15899	Saprotroph
OTU15912	Pathotroph-Saprotroph
OTU15914	Saprotroph
OTU1592	Saprotroph
OTU15952	Saprotroph
OTU1598	Saprotroph
OTU160	Saprotroph
OTU16020	Saprotroph
OTU1603	Saprotroph
OTU1606	Pathotroph-Saprotroph
OTU16060	Pathotroph-Symbiotroph
OTU16108	Saprotroph
OTU16136	Saprotroph
OTU16142	Pathotroph-Symbiotroph
OTU16155	Saprotroph
OTU16198	Saprotroph
OTU1620	Saprotroph
OTU16212	Saprotroph
OTU16216	Saprotroph
OTU16232	Pathotroph
OTU16251	Pathotroph-Symbiotroph
OTU16259	Pathotroph-Saprotroph
OTU1627	Pathotroph-Saprotroph-Symbiotroph
OTU163	Saprotroph
OTU1631	Saprotroph
OTU16315	Pathotroph-Symbiotroph
OTU16339	Saprotroph
OTU16367	Saprotroph
OTU16370	Saprotroph
OTU1642	Pathotroph-Saprotroph
OTU1643	Pathotroph-Symbiotroph
OTU1645	Saprotroph-Symbiotroph
OTU16481	Pathotroph-Symbiotroph
OTU16533	Saprotroph
OTU1655	Saprotroph
OTU16606	Saprotroph
OTU16649	Saprotroph
OTU16662	Saprotroph
OTU16687	Saprotroph
OTU16693	Pathotroph-Saprotroph
OTU16703	Saprotroph
OTU1671	Saprotroph-Symbiotroph
OTU1672	Saprotroph
OTU16722	Pathotroph
OTU16738	Saprotroph
OTU16745	Saprotroph
OTU1675	Pathotroph-Saprotroph
OTU16753	Saprotroph
OTU16759	Pathotroph-Symbiotroph
OTU1677	Pathotroph
OTU16771	Saprotroph
OTU16776	Saprotroph
OTU1678	Pathotroph-Symbiotroph
OTU16791	Saprotroph
OTU1680	Pathotroph-Saprotroph
OTU16804	Saprotroph
OTU1681	Pathotroph-Saprotroph
OTU16832	Pathotroph-Saprotroph
OTU1684	Saprotroph
OTU1686	Saprotroph
OTU16885	Pathotroph-Saprotroph-Symbiotroph
OTU16886	Pathotroph-Saprotroph
OTU16893	Saprotroph
OTU1690	Pathotroph-Saprotroph
OTU1691	Pathotroph-Saprotroph
OTU1695	Saprotroph
OTU16993	Saprotroph
OTU16998	Pathotroph-Saprotroph
OTU17	Pathotroph-Saprotroph-Symbiotroph
OTU17001	Saprotroph
OTU17017	Saprotroph
OTU17079	Saprotroph
OTU17107	Pathotroph
OTU1714	Saprotroph
OTU1715	Pathotroph-Saprotroph
OTU1716	Pathotroph
OTU1717	Pathotroph-Saprotroph
OTU1719	Saprotroph
OTU1720	Saprotroph
OTU17201	Saprotroph
OTU17202	Pathotroph
OTU17203	Pathotroph-Saprotroph
OTU17207	Saprotroph
OTU17211	Saprotroph
OTU1723	Saprotroph
OTU17254	Saprotroph
OTU17258	Saprotroph
OTU17271	Pathotroph-Saprotroph-Symbiotroph
OTU1730	Saprotroph
OTU17303	Pathotroph
OTU17309	Saprotroph
OTU17323	Pathotroph-Symbiotroph
OTU1733	Saprotroph
OTU1738	Pathotroph-Saprotroph
OTU17389	Saprotroph
OTU1739	Pathotroph
OTU17407	Saprotroph
OTU17417	Pathotroph
OTU17422	Saprotroph-Symbiotroph
OTU1744	Pathotroph
OTU1745	Saprotroph-Symbiotroph
OTU1748	Saprotroph
OTU1749	Saprotroph
OTU17522	Saprotroph
OTU17523	Saprotroph-Symbiotroph
OTU17528	Pathotroph-Saprotroph
OTU1753	Pathotroph
OTU17532	Saprotroph
OTU17540	Saprotroph
OTU17543	Saprotroph
OTU1755	Pathotroph-Symbiotroph
OTU17563	Saprotroph
OTU176	Pathotroph
OTU17620	Saprotroph
OTU1763	Saprotroph
OTU1765	Saprotroph
OTU17661	Pathotroph-Saprotroph
OTU1770	Saprotroph
OTU1771	Saprotroph
OTU17745	Pathotroph
OTU17767	Pathotroph-Saprotroph
OTU178	Pathotroph-Symbiotroph
OTU1780	Pathotroph-Saprotroph
OTU17813	Pathotroph
OTU17816	Pathotroph-Saprotroph-Symbiotroph
OTU17840	Pathotroph-Saprotroph-Symbiotroph
OTU17853	Saprotroph
OTU1788	Saprotroph
OTU17882	Pathotroph-Symbiotroph
OTU17907	Pathotroph
OTU1794	Saprotroph
OTU1803	Pathotroph-Saprotroph
OTU18035	Pathotroph-Symbiotroph
OTU18055	Saprotroph
OTU181	Saprotroph-Symbiotroph
OTU1810	Saprotroph
OTU18142	Saprotroph
OTU18158	Saprotroph
OTU18181	Saprotroph
OTU1820	Saprotroph
OTU1824	Saprotroph
OTU18274	Saprotroph
OTU18275	Saprotroph
OTU1829	Saprotroph
OTU183	Pathotroph
OTU1832	Saprotroph
OTU18325	Symbiotroph
OTU18330	Saprotroph
OTU18336	Saprotroph
OTU18360	Saprotroph
OTU184	Saprotroph
OTU1842	Saprotroph
OTU18424	Pathotroph-Saprotroph
OTU1844	Saprotroph
OTU18442	Saprotroph
OTU1845	Saprotroph
OTU18520	Pathotroph-Saprotroph
OTU18537	Pathotroph-Saprotroph
OTU1856	Pathotroph-Saprotroph
OTU18576	Symbiotroph
OTU1858	Saprotroph
OTU186	Pathotroph-Saprotroph
OTU1862	Pathotroph-Saprotroph
OTU1865	Saprotroph
OTU18664	Saprotroph
OTU18676	Pathotroph-Saprotroph
OTU1869	Pathotroph-Saprotroph
OTU1871	Saprotroph-Symbiotroph
OTU18749	Saprotroph
OTU1876	Saprotroph
OTU18768	Pathotroph-Saprotroph
OTU1877	Saprotroph
OTU1881	Saprotroph
OTU18813	Pathotroph-Saprotroph
OTU18820	Saprotroph-Symbiotroph
OTU18870	Pathotroph-Saprotroph
